Previous qualification (grade)_bin,Admission grade_bin,Unemployment rate_bin,Inflation rate_bin,GDP_bin,Curricular units 2nd sem (grade)_bin,Curricular units 1st sem (grade)_bin,Age at enrollment_bin,Curricular units 1st sem (evaluations)_bin,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (without evaluations),Target
3,2,3,0,1,2,2,2,0,2,39,1,9991,0,1,1,37,19,9,3,0,0,0,1,1,0,0,0,5,5,0,0,5,8,5,0,Graduate
1,0,0,1,3,2,2,0,0,1,17,3,9119,1,1,1,1,19,9,3,1,0,1,0,1,0,0,0,5,3,0,0,5,8,3,0,Enrolled
1,0,0,3,2,2,2,0,0,1,39,1,9500,1,19,1,38,38,9,8,1,0,0,1,1,0,0,0,7,6,1,0,7,7,6,1,Graduate
1,1,1,1,3,2,2,0,0,2,1,1,9085,1,1,1,19,19,192,144,0,0,0,1,1,1,0,0,5,5,0,0,5,7,4,1,Graduate
1,2,1,1,3,3,2,1,0,1,39,1,9991,0,19,1,19,37,7,5,1,0,1,0,1,0,0,0,5,5,0,0,5,7,5,0,Dropout
1,0,3,3,0,2,2,0,1,1,18,1,9003,1,1,1,1,38,9,6,0,0,0,1,1,0,0,5,11,9,0,3,9,14,8,0,Graduate
1,1,0,3,2,2,2,1,0,1,42,1,9119,1,6,1,35,35,6,6,1,0,0,1,1,0,0,4,6,4,0,1,5,8,2,0,Dropout
0,0,0,1,3,2,2,1,0,2,39,1,9991,0,1,1,19,19,4,4,0,0,0,1,1,1,0,0,5,4,0,0,5,6,5,0,Enrolled
1,1,2,3,1,2,2,0,0,1,1,1,9773,1,1,1,1,38,4,5,0,0,0,1,1,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,2,2,0,2,2,2,1,0,2,39,1,9991,0,1,1,38,38,9,3,0,0,0,1,1,0,0,0,5,4,0,0,5,10,4,0,Enrolled
1,0,0,3,2,3,2,0,0,1,1,1,9147,1,1,1,1,1,2,10,0,0,0,1,1,0,0,0,5,2,0,0,5,8,1,0,Dropout
2,1,2,3,1,2,2,0,0,1,1,1,9500,1,1,1,19,19,3,3,0,0,0,1,1,0,0,0,8,7,0,0,8,8,7,0,Graduate
2,2,3,0,1,3,3,0,1,1,7,1,9003,1,4,1,1,1,4,6,0,0,0,1,1,0,0,0,6,6,0,0,6,12,6,0,Graduate
1,1,0,3,2,0,2,0,0,1,17,1,9070,1,1,1,1,1,5,0,1,0,0,1,1,0,0,0,6,5,1,0,6,6,0,0,Dropout
1,0,1,1,3,2,2,0,0,1,1,1,9238,1,1,1,2,2,3,4,1,0,0,1,1,0,0,0,6,3,0,0,6,12,2,0,Dropout
1,0,2,1,3,2,2,0,0,1,17,2,9085,1,1,1,19,38,9,1,1,0,1,0,1,0,0,0,6,5,0,0,6,19,2,0,Dropout
1,1,3,0,1,3,3,0,0,1,17,1,9500,1,1,1,1,3,9,2,1,0,0,1,0,0,0,0,7,7,0,0,8,11,8,0,Graduate
1,1,2,1,3,3,2,0,0,1,1,1,9130,1,1,1,3,3,2,2,1,0,0,1,0,0,0,0,6,6,0,0,6,8,5,0,Graduate
2,2,1,1,3,2,2,0,0,1,1,1,9773,1,1,1,1,3,3,3,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Dropout
2,2,2,1,3,2,3,0,0,1,44,2,9238,1,39,1,3,19,4,9,1,0,0,1,0,0,0,3,6,6,0,2,6,6,6,0,Graduate
2,2,2,3,1,3,2,1,1,2,7,1,9238,1,3,1,37,37,191,192,0,0,0,1,0,0,0,1,6,5,0,0,6,10,5,0,Graduate
1,0,2,3,1,3,3,1,0,1,39,1,8014,0,1,1,37,37,9,8,0,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
0,0,2,1,3,2,3,0,0,1,1,3,9500,1,1,1,3,1,134,135,1,0,0,1,0,1,0,0,7,5,0,0,7,8,6,0,Enrolled
1,1,2,1,3,2,2,0,1,1,44,1,9085,1,39,6,19,1,6,4,1,0,0,1,0,0,1,0,6,5,0,0,6,19,2,0,Enrolled
0,0,1,1,3,2,2,0,0,1,17,1,9254,1,1,1,1,19,3,3,1,0,0,1,0,0,0,0,6,6,0,0,6,8,5,0,Graduate
2,2,0,3,2,2,2,0,0,1,1,3,9070,1,1,1,34,34,0,0,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Dropout
1,1,3,3,0,0,0,0,0,1,17,3,9070,1,1,1,38,1,5,5,0,1,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
0,1,0,1,3,0,0,0,0,1,1,5,9670,1,1,1,19,38,9,9,1,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
2,3,1,1,3,0,0,0,0,1,1,1,171,1,1,1,3,4,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Graduate
1,0,2,1,3,2,2,0,0,1,17,2,9147,1,1,1,19,19,7,7,1,0,0,1,0,1,0,0,5,5,0,0,5,5,3,0,Graduate
1,1,1,1,3,3,3,0,0,1,17,2,9238,1,1,1,1,3,3,4,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Dropout
1,1,2,3,1,2,2,0,0,1,17,1,9085,1,1,1,3,19,5,5,1,0,0,1,0,0,0,0,5,3,1,0,5,5,5,0,Graduate
1,1,2,3,1,3,3,0,0,1,17,6,9500,1,1,1,37,37,9,6,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,0,1,3,2,2,0,0,1,53,1,9238,1,42,1,37,37,9,10,1,0,0,1,0,0,0,5,9,9,0,4,9,9,9,0,Graduate
2,1,2,3,1,3,3,0,0,1,1,1,9500,1,1,1,19,37,5,5,0,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
1,0,1,1,3,2,2,0,0,1,17,3,9670,1,1,1,1,38,3,3,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,2,9500,1,1,1,19,19,9,10,1,0,0,1,0,0,0,0,7,7,0,0,8,13,6,0,Graduate
1,0,3,0,1,2,2,0,0,1,17,1,9500,1,1,1,19,1,4,3,1,0,0,1,0,0,0,0,7,6,0,0,8,10,7,0,Graduate
1,2,2,3,1,2,3,0,0,1,17,1,9147,1,1,1,1,38,4,5,0,0,0,1,0,1,0,0,5,5,0,0,5,8,5,0,Graduate
1,1,1,1,3,0,0,0,0,1,1,2,9773,1,1,1,19,1,4,5,1,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
0,0,0,1,3,2,2,0,0,1,18,2,9147,1,1,1,37,38,191,143,1,0,0,1,0,1,0,0,5,5,0,0,5,6,5,0,Graduate
0,1,2,1,3,2,2,0,0,1,17,1,9254,1,1,1,19,19,9,8,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,1,1,3,0,2,0,0,1,17,1,9147,1,1,1,37,1,9,9,1,0,1,1,0,1,0,0,5,4,0,0,5,5,0,0,Dropout
1,1,1,1,3,2,2,0,0,1,51,1,9070,1,1,1,3,1,3,5,0,0,0,1,0,1,0,5,11,11,0,5,11,11,11,0,Graduate
0,0,2,3,1,0,2,0,0,1,17,4,9670,1,1,1,19,37,9,99,1,1,1,0,0,1,0,0,6,1,0,0,6,0,0,0,Dropout
1,1,3,3,0,2,2,0,0,1,17,3,9773,1,1,1,1,1,4,9,1,0,1,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,2,9500,1,1,1,1,38,4,7,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
0,0,1,1,3,2,2,0,0,1,44,1,9147,1,39,1,19,1,4,9,1,0,0,1,0,0,0,4,7,6,0,1,5,6,5,0,Graduate
1,0,1,1,3,2,2,0,1,1,43,2,9500,1,1,1,41,3,2,2,0,0,0,1,0,0,0,0,8,6,0,0,8,12,6,0,Graduate
0,1,1,1,3,2,3,0,0,1,17,1,9070,1,1,1,38,38,9,9,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
0,0,0,1,3,2,2,0,0,1,18,2,9853,1,1,1,38,38,191,171,1,0,0,1,0,0,0,0,7,7,0,0,7,8,7,0,Graduate
1,1,0,3,2,2,2,0,0,1,17,3,9085,1,1,1,1,19,4,90,0,0,0,0,0,0,0,0,5,2,0,0,5,7,2,0,Dropout
1,1,0,3,2,2,3,0,0,1,1,1,9085,1,1,1,30,19,4,90,0,0,0,1,0,0,0,0,5,5,0,0,5,7,5,0,Graduate
1,1,0,1,3,2,2,0,0,1,1,5,9254,1,1,1,19,37,9,9,0,0,0,1,0,1,0,0,6,5,0,0,6,7,5,0,Graduate
1,1,2,0,2,3,2,0,0,1,17,2,9500,1,1,1,19,19,9,4,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,2,3,1,2,2,0,0,1,1,4,9500,1,1,1,1,1,9,9,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,2,0,2,2,2,0,1,1,1,2,9147,1,1,1,1,19,4,3,1,0,0,1,0,1,0,0,5,3,0,0,5,12,3,0,Graduate
1,0,3,3,0,2,2,0,0,1,1,1,9853,1,1,1,19,37,5,7,0,0,0,1,0,1,0,0,6,4,0,0,6,8,4,0,Enrolled
2,1,2,0,2,3,2,0,0,1,1,1,9773,1,1,1,37,37,8,8,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,0,1,1,3,3,2,0,0,1,17,1,9085,1,1,1,1,37,9,9,1,0,0,1,0,1,0,0,5,4,0,0,5,8,5,0,Graduate
1,1,2,1,3,0,2,0,0,1,17,1,9070,1,1,1,38,19,7,7,1,0,0,1,0,0,0,0,6,2,0,0,6,6,0,0,Dropout
1,0,1,1,3,3,3,0,0,1,1,3,9070,1,1,1,1,38,9,7,0,0,0,1,0,1,0,0,6,6,0,0,6,7,6,0,Enrolled
1,1,1,1,3,0,0,0,0,1,17,1,9238,1,1,1,1,38,9,7,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
2,2,1,1,3,2,2,0,0,1,1,1,9238,1,1,1,1,3,4,2,0,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
0,0,2,0,2,2,2,0,0,1,42,1,9085,1,1,1,1,38,4,9,1,0,0,1,0,1,0,1,2,2,0,1,6,11,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,1,9853,1,1,1,3,1,2,5,0,0,0,1,0,0,0,0,6,5,0,0,6,10,5,0,Enrolled
1,1,3,0,1,2,2,0,0,1,17,4,9070,1,1,1,1,19,4,5,1,0,0,1,0,0,0,0,6,5,0,0,6,7,5,1,Graduate
1,0,1,1,3,2,2,0,0,1,18,6,9500,1,1,1,37,37,9,7,0,0,0,1,0,1,0,0,8,7,1,0,8,8,7,1,Graduate
2,0,0,0,0,2,2,1,0,4,43,1,9670,1,1,1,37,37,9,6,0,0,0,1,0,0,0,4,8,8,0,3,7,12,5,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,6,9500,1,1,1,38,38,9,9,1,0,0,1,0,1,0,0,7,6,0,0,8,11,7,0,Graduate
1,0,2,0,2,2,2,0,0,1,1,5,9254,1,1,1,19,19,4,7,1,0,0,1,0,0,0,0,6,5,0,0,6,12,5,0,Graduate
1,1,2,1,3,0,0,0,0,1,7,1,9991,0,40,1,1,19,4,9,0,0,0,1,0,0,0,0,5,0,0,0,5,6,0,0,Dropout
3,2,1,1,3,2,2,0,0,1,1,3,9773,1,1,1,3,38,2,10,1,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Dropout
1,1,1,1,3,3,2,0,0,1,1,6,9500,1,1,1,2,1,4,4,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9500,1,1,1,1,19,9,6,1,0,0,1,0,1,0,0,7,6,0,0,8,9,7,0,Graduate
2,1,2,1,3,3,3,0,0,1,1,1,9500,1,1,1,38,38,5,5,0,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,2,0,2,0,0,0,0,1,1,1,171,1,1,1,1,38,4,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Graduate
1,1,2,0,2,3,2,0,0,1,17,2,9500,1,1,1,19,37,4,7,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
1,1,2,0,2,3,3,0,0,1,17,3,9500,1,1,1,3,3,4,5,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Dropout
1,1,2,1,3,2,2,0,0,1,44,1,9085,1,39,1,3,3,2,2,1,0,0,1,0,0,0,0,6,6,0,0,6,19,5,0,Graduate
1,1,2,0,2,3,3,0,0,1,1,2,9500,1,1,1,37,37,9,7,1,0,0,1,0,1,0,0,7,7,0,0,8,8,8,0,Graduate
0,0,2,1,3,3,2,0,0,1,1,1,9500,1,1,1,19,19,5,7,0,0,0,1,0,1,0,0,7,7,0,0,8,9,7,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,2,9500,1,1,1,1,37,4,4,1,0,0,1,0,1,0,0,7,7,0,0,8,9,7,0,Dropout
1,1,0,3,2,3,3,0,0,1,1,1,9500,1,1,1,1,38,1,7,0,0,0,1,0,0,0,0,7,6,0,0,7,7,6,0,Graduate
1,0,0,0,0,2,2,0,0,1,39,1,9670,1,12,1,1,19,1,5,1,0,1,0,0,0,0,0,5,5,0,0,5,5,4,0,Dropout
1,0,2,3,1,2,2,0,0,1,1,1,9500,1,1,1,19,19,4,10,0,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
1,1,0,1,3,2,2,0,1,1,53,1,9238,1,42,1,1,19,5,5,0,0,1,0,0,0,0,5,9,7,0,4,9,14,4,0,Dropout
1,0,3,3,0,0,0,0,0,1,1,1,9070,1,1,1,19,19,7,7,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,1,1,3,2,2,0,0,1,39,1,8014,0,1,1,37,11,9,10,0,0,0,1,0,0,0,0,6,5,0,0,6,7,6,0,Graduate
2,1,0,0,0,3,3,0,0,1,1,1,9500,1,1,1,19,1,4,4,0,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
2,2,0,0,0,2,2,0,0,1,1,1,9853,1,1,1,19,1,5,10,1,0,1,1,0,0,0,0,6,5,0,0,6,10,4,0,Enrolled
1,1,2,0,2,3,2,0,1,1,7,1,8014,0,40,1,19,1,5,10,1,0,1,0,0,0,0,7,12,11,0,4,10,11,8,0,Dropout
2,1,0,3,2,2,2,0,0,1,1,6,9500,1,1,1,38,37,5,6,1,0,0,1,0,1,0,0,7,6,0,0,7,7,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,1,9147,1,1,1,37,38,3,3,0,0,0,1,0,0,0,0,5,5,2,0,5,7,5,0,Graduate
1,0,2,0,2,3,2,0,0,1,43,1,9500,1,1,1,1,19,9,8,1,0,0,1,0,0,0,0,7,7,0,0,8,8,8,0,Graduate
0,0,2,1,3,2,2,0,0,1,1,2,9670,1,1,1,19,19,9,9,1,0,0,1,0,0,0,0,6,4,0,0,6,10,5,0,Graduate
1,1,0,0,0,3,3,0,0,1,1,1,9500,1,1,1,1,1,4,4,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,2,2,1,3,3,2,0,0,1,44,1,9238,1,39,1,19,19,8,8,1,0,0,1,0,1,0,3,6,6,0,2,6,6,6,0,Graduate
2,1,0,0,0,2,2,0,0,1,1,1,9853,1,1,1,38,37,5,5,0,0,0,1,0,0,0,0,6,4,0,0,6,9,5,0,Enrolled
2,2,0,3,2,3,2,0,0,1,1,1,9085,1,1,1,3,3,1,90,0,0,0,1,0,0,0,0,5,4,0,0,5,8,5,0,Graduate
1,1,0,0,0,2,2,0,0,1,1,1,9238,1,1,1,37,37,9,5,0,0,0,1,0,0,0,0,6,5,0,0,6,7,6,0,Graduate
0,0,1,1,3,2,2,0,0,1,1,2,9773,1,1,1,19,19,4,7,1,0,0,1,0,0,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,2,1,9853,1,1,1,19,38,9,9,0,0,0,0,0,0,0,11,11,11,0,8,8,8,8,0,Dropout
2,1,0,3,2,3,2,0,0,1,17,1,9254,1,1,1,37,37,5,9,1,0,0,1,0,0,0,0,6,4,0,0,6,11,1,0,Dropout
0,0,2,0,2,0,0,0,0,1,43,1,171,1,1,1,3,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Dropout
0,0,2,1,3,2,2,0,0,1,1,2,9500,1,1,1,1,37,4,9,1,0,0,1,0,1,0,0,7,6,0,0,8,9,7,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9070,1,1,1,1,19,4,0,0,1,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,0,2,1,3,2,2,0,0,1,1,2,9254,1,1,1,19,19,9,9,1,0,0,1,0,1,0,0,6,5,0,0,6,8,5,0,Graduate
0,1,0,1,3,2,2,0,0,1,51,1,9070,1,1,1,5,1,2,10,1,0,0,1,0,0,0,0,6,5,0,0,6,7,4,0,Enrolled
2,1,1,1,3,3,2,0,0,1,1,1,9853,1,1,1,1,19,9,4,1,0,0,1,0,1,0,0,7,7,0,0,7,7,7,0,Graduate
1,1,2,0,2,2,2,0,0,1,1,2,9070,1,1,1,19,1,9,3,1,0,0,1,0,1,0,1,6,6,1,0,6,8,6,0,Graduate
1,0,3,3,0,0,0,0,0,1,17,2,9130,1,1,1,3,1,2,1,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
1,1,0,1,3,2,2,0,0,1,17,1,9670,1,1,1,12,38,9,5,0,0,0,1,0,1,0,0,6,6,0,0,6,9,6,0,Graduate
1,2,3,0,1,2,2,0,0,1,1,1,9773,1,1,1,38,19,132,103,0,0,1,1,0,0,0,0,6,5,0,0,6,6,6,0,Graduate
0,0,2,0,2,2,2,0,0,1,17,2,9853,1,1,1,1,1,4,0,1,0,0,1,0,0,0,0,7,5,0,0,7,9,6,0,Enrolled
1,1,3,3,0,0,0,0,0,1,43,1,171,1,1,1,19,19,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Enrolled
1,1,0,3,2,2,2,0,0,1,17,1,9130,1,1,1,1,1,4,5,0,0,0,1,0,0,0,0,5,4,0,0,5,6,5,0,Graduate
1,1,0,1,3,0,0,0,0,1,17,3,9773,1,1,1,19,19,5,8,0,0,0,1,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
2,1,0,3,2,2,2,0,1,1,17,3,9238,1,1,1,37,38,0,7,1,0,0,1,0,0,0,0,6,5,0,0,6,6,6,0,Graduate
1,1,3,3,0,2,2,0,1,1,18,4,9773,1,1,1,19,19,4,4,1,0,0,1,0,0,0,0,6,5,0,0,6,8,6,0,Dropout
1,1,2,1,3,2,2,0,0,1,17,3,9500,1,1,1,19,1,9,9,1,0,0,1,0,1,0,0,7,7,0,0,8,10,8,0,Graduate
1,0,3,3,0,2,2,0,0,1,1,1,9853,1,1,1,37,37,9,9,1,0,1,0,0,0,0,0,6,3,0,0,6,7,3,0,Dropout
0,0,1,1,3,0,0,0,0,1,17,1,9670,1,3,1,12,3,5,8,1,0,1,0,0,0,0,0,6,0,0,0,6,9,0,0,Dropout
1,1,0,0,0,2,2,0,0,1,1,1,9254,1,1,1,37,38,9,9,1,0,0,1,0,0,0,0,6,5,0,0,6,8,4,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9773,1,1,1,1,4,5,3,0,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
1,1,0,0,0,3,2,0,0,1,1,2,9500,1,1,1,19,37,1,9,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,0,0,0,2,3,0,1,1,1,1,9085,1,6,1,19,19,9,9,1,0,0,1,0,0,0,0,5,4,3,0,5,9,5,4,Dropout
1,1,0,0,0,0,0,0,0,1,17,1,9130,1,1,1,19,19,9,9,1,0,0,0,0,0,0,0,6,0,0,0,2,2,0,2,Dropout
1,1,1,1,3,2,2,0,0,1,1,2,9853,1,1,1,38,38,7,5,1,0,0,1,0,0,0,0,6,3,0,0,6,8,4,0,Enrolled
1,0,0,3,2,2,2,0,1,1,43,1,9147,1,1,1,3,19,9,9,0,0,0,1,0,0,0,3,10,6,2,4,10,16,7,0,Enrolled
1,1,0,3,2,2,2,0,1,1,1,1,9238,1,1,1,19,19,0,5,1,0,0,1,0,0,0,0,6,2,0,0,6,8,5,0,Graduate
1,1,1,1,3,0,0,0,0,1,1,4,171,1,1,1,37,38,9,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Dropout
1,1,0,0,0,3,3,0,0,1,1,2,9500,1,1,1,34,34,0,0,1,0,0,1,0,1,0,0,8,7,1,0,8,8,7,1,Dropout
1,1,3,3,0,2,2,0,0,1,1,3,9500,1,1,1,38,19,8,8,1,0,1,1,0,1,0,0,7,7,0,0,8,9,8,0,Graduate
0,1,0,1,3,2,2,0,1,1,51,1,9991,0,42,1,19,37,5,9,0,0,0,0,0,0,0,7,12,7,0,5,5,5,5,0,Dropout
1,1,0,3,2,2,2,0,0,1,17,4,9085,1,1,1,19,36,90,7,1,0,0,1,0,0,0,0,5,4,0,0,5,9,5,0,Graduate
1,1,2,1,3,2,2,0,0,1,44,1,9003,1,39,1,38,38,6,6,0,0,0,1,0,0,0,0,6,6,0,0,6,7,6,0,Graduate
1,0,2,1,3,2,2,0,0,1,1,5,9500,1,1,1,1,19,6,7,1,0,0,1,0,1,0,0,7,7,0,0,8,10,7,0,Graduate
0,0,1,1,3,2,2,0,0,1,1,2,9500,1,1,1,38,19,9,7,1,0,0,1,0,1,0,0,7,5,0,0,7,8,6,0,Enrolled
1,1,3,3,0,2,2,0,0,1,39,1,9991,0,1,1,38,38,3,3,0,0,0,1,0,0,0,0,5,3,0,0,5,11,3,0,Enrolled
2,1,3,3,0,3,2,0,1,1,1,1,9500,1,1,1,19,19,9,7,0,0,0,1,0,1,0,0,7,6,0,0,8,10,7,0,Graduate
1,1,0,0,0,2,2,0,0,1,18,1,9500,1,1,1,38,37,9,7,1,0,0,1,0,0,0,0,8,8,0,0,8,8,8,0,Graduate
2,2,1,1,3,0,0,0,0,1,1,1,9070,1,1,1,3,38,1,9,1,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,Dropout
1,2,2,0,2,2,2,0,0,1,1,1,9500,1,1,1,38,19,9,5,0,0,0,1,0,0,0,0,7,6,0,0,8,8,7,0,Graduate
1,2,2,1,3,2,2,0,0,1,39,2,9556,1,1,1,37,37,9,9,1,0,0,1,0,0,0,0,7,7,0,0,8,21,5,0,Enrolled
1,1,0,3,2,2,2,0,0,1,17,1,9500,1,1,1,19,38,5,9,1,0,0,1,0,1,0,0,7,6,0,0,7,7,6,0,Graduate
3,1,0,0,0,3,3,0,0,1,39,1,9238,1,1,1,38,19,9,9,1,0,0,1,0,0,0,0,6,4,0,0,6,10,5,0,Enrolled
0,0,0,3,2,2,2,0,0,1,1,3,9670,1,1,1,1,1,5,5,0,0,0,1,0,0,0,0,5,5,0,0,5,6,5,0,Graduate
0,1,3,3,0,2,3,0,0,1,42,1,9500,1,1,1,1,19,4,8,1,0,0,1,0,0,0,4,7,7,0,5,8,8,8,0,Graduate
2,2,3,3,0,2,2,0,0,1,44,1,9003,1,39,1,37,38,9,9,0,0,1,1,0,1,0,0,6,6,0,0,6,11,5,0,Graduate
2,1,3,0,1,2,2,0,0,1,1,1,9773,1,1,1,38,37,9,9,0,0,0,1,0,1,0,0,6,6,0,0,6,6,6,0,Graduate
2,1,0,0,0,2,2,0,0,1,1,2,9670,1,1,1,37,38,9,9,0,0,0,1,0,1,0,0,5,5,0,0,5,5,4,0,Graduate
1,3,3,3,0,3,3,0,0,1,39,1,9500,1,3,1,3,37,2,10,0,0,0,1,0,0,0,0,7,7,0,1,8,9,8,0,Graduate
1,1,1,1,3,2,2,0,0,1,1,1,9238,1,1,1,37,38,9,9,1,0,1,0,0,1,0,0,6,5,0,0,6,8,5,0,Graduate
2,1,2,1,3,2,2,0,0,1,1,1,9147,1,1,1,37,37,9,6,0,0,0,1,0,1,0,0,5,5,0,0,5,6,5,0,Graduate
2,1,2,3,1,2,2,0,0,5,17,5,9500,1,1,1,37,38,5,8,1,0,0,1,0,1,0,0,8,7,0,0,8,8,7,0,Graduate
2,1,0,0,0,2,2,0,0,1,1,3,9500,1,1,1,19,37,7,7,1,0,0,1,0,1,0,0,8,8,0,0,8,8,8,0,Graduate
1,1,2,3,1,2,2,0,0,1,42,1,9500,1,1,1,1,2,9,3,1,0,0,1,0,0,0,4,8,7,0,4,8,8,7,0,Graduate
1,1,2,1,3,2,2,0,0,1,1,1,9147,1,1,1,37,37,194,171,1,0,0,1,0,0,0,0,5,4,0,0,5,8,3,0,Enrolled
2,2,2,0,2,3,2,0,0,1,1,1,9500,1,1,1,19,1,9,5,0,0,0,1,0,1,0,0,7,7,0,0,8,8,8,0,Graduate
1,0,3,3,0,0,0,0,0,1,17,1,9254,1,1,1,37,37,5,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,Dropout
0,0,2,1,3,2,2,0,0,1,44,1,171,1,39,1,37,37,5,6,0,0,0,0,0,0,0,4,9,4,0,3,10,12,3,0,Dropout
1,1,1,1,3,2,2,0,0,1,1,3,9070,1,1,1,37,38,9,9,1,0,0,1,0,1,0,0,6,6,0,0,6,8,6,0,Graduate
2,1,1,1,3,2,2,0,0,1,1,1,9254,1,1,1,1,38,4,9,1,0,0,1,0,1,0,0,6,6,0,0,6,11,3,0,Dropout
1,1,1,1,3,2,2,0,0,1,17,4,9500,1,1,1,38,37,3,3,1,0,0,1,0,0,0,0,8,7,0,0,8,8,7,0,Graduate
2,2,3,3,0,3,2,0,1,1,1,1,9085,1,1,1,19,19,4,6,1,0,0,1,0,0,0,0,6,6,0,0,6,9,6,0,Graduate
1,1,3,3,0,2,2,0,0,1,1,6,9500,1,1,1,38,19,5,6,1,0,0,1,0,0,0,0,7,7,0,0,8,13,7,0,Graduate
1,1,2,3,1,2,2,0,0,1,17,6,9147,1,1,1,19,38,7,9,0,0,0,1,0,1,0,0,5,5,0,0,5,8,3,0,Enrolled
1,1,0,3,2,2,3,0,0,1,1,1,9670,1,1,1,1,1,2,2,1,0,0,1,0,0,0,0,5,4,0,0,5,5,4,0,Dropout
2,2,2,3,1,2,2,0,0,1,1,1,9853,1,1,1,19,19,9,5,0,0,1,1,0,1,0,0,6,6,0,0,6,7,6,0,Graduate
1,1,1,1,3,2,2,0,0,1,16,2,9147,1,1,1,37,37,9,9,1,0,0,1,0,1,0,0,5,3,0,0,5,9,4,0,Enrolled
0,0,0,3,2,2,2,0,0,1,1,2,8014,0,1,1,19,11,0,0,1,0,0,1,0,0,0,0,6,5,0,0,6,9,5,0,Graduate
1,1,0,3,2,0,0,0,0,1,1,1,171,1,1,1,19,38,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Enrolled
1,0,0,1,3,2,2,0,0,1,51,1,9991,0,1,1,19,38,5,7,0,0,0,1,0,0,0,1,5,4,0,1,5,5,5,0,Graduate
